iter	Logloss
356	0.3821085063
357	0.3820825489
358	0.3820733019
359	0.3820405753
360	0.3820094032
361	0.3819808832
362	0.3819588047
363	0.381949933
364	0.3819341311
365	0.3819330171
366	0.3819060522
367	0.3818902326
368	0.3818699779
369	0.3818455516
370	0.3818327829
371	0.3818092983
372	0.3817642001
373	0.381743494
374	0.3817112343
375	0.3816508548
376	0.3816263438
377	0.3816088739
378	0.3815869568
379	0.3815622072
380	0.3815582656
381	0.3815449476
382	0.3815311342
383	0.3815205363
384	0.3814967817
385	0.381486202
386	0.3814627918
387	0.3814270356
388	0.3814197906
389	0.381409966
390	0.3813838451
391	0.3813091691
392	0.3813048524
393	0.381295037
394	0.381282296
395	0.3812644933
396	0.3812384713
397	0.3812239476
398	0.3812151338
399	0.3811562964
400	0.3811197658
401	0.3810663034
402	0.3810612714
403	0.3810470639
404	0.3810291405
405	0.3810127447
406	0.3810094911
407	0.3809967713
408	0.3809754458
409	0.3809610593
410	0.3809392892
411	0.3809107412
412	0.3808853093
413	0.3808734877
414	0.3808618092
415	0.3808492092
416	0.3808282992
417	0.3807758763
418	0.3807672675
419	0.3807355224
420	0.380698396
421	0.3806813737
422	0.3806497697
423	0.3806412611
424	0.3806236588
425	0.3806059802
426	0.3806030115
427	0.3805905663
428	0.3805822304
429	0.3805761441
430	0.3805640826
431	0.3805450129
432	0.3804950248
433	0.3804786532
434	0.3804620745
435	0.3804369883
436	0.3804040606
437	0.3803883119
438	0.3803585509
439	0.3803461313
440	0.3803062001
441	0.3802840912
442	0.3802572232
443	0.3802376396
444	0.3802247009
445	0.3802075469
446	0.380175176
447	0.3801541473
448	0.3801273561
449	0.3801161043
450	0.3801038583
451	0.3800939999
452	0.3800755307
453	0.380069092
454	0.3800600261
455	0.3800350049
456	0.3800252157
457	0.3799902037
458	0.3799592499
459	0.3799362223
460	0.3799281302
461	0.3798696201
462	0.379856591
463	0.3798182056
464	0.3798002201
465	0.3797891823
466	0.3797717163
467	0.3797585132
468	0.3797482659
469	0.37969964
470	0.3796889459
471	0.3796669442
472	0.3796586257
473	0.3796510328
474	0.3796469283
475	0.3796265609
476	0.3796108846
477	0.3795874493
478	0.3795671216
479	0.3795450664
480	0.379539652
481	0.3795296713
482	0.3795026518
483	0.3794861306
484	0.379438367
485	0.3794118621
486	0.3793927154
487	0.3793834323
488	0.3793623653
489	0.3793348471
490	0.379329267
491	0.3793076012
492	0.3792983275
493	0.37929387
494	0.3792886537
495	0.3792652345
496	0.379249915
497	0.3792417556
498	0.3791757423
499	0.3791424127
500	0.3791072267
501	0.3791008229
502	0.3790719907
503	0.3790643039
504	0.3790500547
505	0.3790425437
506	0.3790159626
507	0.3790081298
508	0.3789935292
509	0.3789710929
510	0.3789362333
511	0.3789309385
512	0.3788721782
513	0.3788570489
514	0.3788524657
515	0.3788451915
516	0.3788384334
517	0.3788179697
518	0.3787879967
519	0.3787833733
520	0.3787704733
521	0.378756477
522	0.3787243254
523	0.3787173511
524	0.3787031296
525	0.37869232
526	0.3786486494
527	0.3786169603
528	0.3785741141
529	0.3785505073
530	0.3785112768
531	0.3784806075
532	0.3784571665
533	0.3784454748
534	0.3784406471
535	0.3784159924
536	0.3784132607
537	0.3784039974
538	0.3783988281
539	0.3783908781
540	0.3783634642
541	0.3783595558
542	0.3783463686
543	0.3783238789
544	0.3783043235
545	0.3782973875
546	0.3782806789
547	0.3782653014
548	0.3782384593
549	0.3782191441
550	0.3782065194
551	0.3781681334
552	0.3781436726
553	0.378138781
554	0.3781278713
555	0.3780911959
556	0.3780855619
557	0.3780553088
558	0.3780471341
559	0.3780391088
560	0.3780240398
561	0.3780100806
562	0.3779974468
563	0.377989301
564	0.3779421716
565	0.3779350119
566	0.3779085391
567	0.3778947601
568	0.3778847689
569	0.3778712093
570	0.3778549235
571	0.3778456622
572	0.3778352363
573	0.3778065488
574	0.377781144
575	0.3777539275
576	0.3777429019
577	0.3777358561
578	0.3777319122
579	0.3777137213
580	0.3776779677
581	0.3776538721
582	0.3776435961
583	0.3776148473
584	0.37760796
585	0.3775879251
586	0.3775734237
587	0.3775559051
588	0.3775267385
589	0.3774791508
590	0.377453178
591	0.377443618
592	0.3774267199
593	0.3774142111
594	0.3773929419
595	0.3773800898
596	0.3773746644
597	0.3773621573
598	0.3773424335
599	0.3773368477
600	0.3773160352
601	0.3773028272
602	0.3773006277
603	0.3772691746
604	0.3772406821
605	0.3772167233
606	0.3771714153
607	0.3771540788
608	0.3771368027
609	0.3771265109
610	0.3771135233
611	0.3770966604
612	0.3770904198
613	0.3770843826
614	0.3770679846
615	0.3770595826
616	0.3770380201
617	0.3770154244
618	0.3770094617
619	0.376996107
620	0.3769562554
621	0.3769537246
622	0.3769409907
623	0.3769292057
624	0.3769092581
625	0.3769020806
626	0.3768835693
627	0.3768726516
628	0.3768654641
629	0.3768261256
630	0.3767973482
631	0.3767888997
632	0.3767867793
633	0.3767759609
634	0.3767505536
635	0.3767314583
636	0.3767176916
637	0.3767134006
638	0.3767097464
639	0.3766983425
640	0.3766952045
641	0.3766881491
642	0.3766737419
643	0.3766603374
644	0.3766509544
645	0.3766414265
646	0.3766336881
647	0.3766106426
648	0.3766019179
649	0.3765893576
650	0.3765706849
651	0.3765669463
652	0.3765598595
653	0.3765552711
654	0.3765487975
655	0.3765342097
656	0.3765238593
657	0.3765077175
658	0.3764979885
659	0.3764884741
660	0.3764756805
661	0.3764537658
662	0.376441628
663	0.3764306666
664	0.3764221396
665	0.3764064126
666	0.3764004502
667	0.3763620315
668	0.3763543289
669	0.3763481479
670	0.3763362345
671	0.3763278741
672	0.3763214075
673	0.3763121195
674	0.3762996394
675	0.3762779021
676	0.3762695809
677	0.3762635552
678	0.3762556865
679	0.3762498015
680	0.3762366196
681	0.3762199282
682	0.3761974289
683	0.3761896821
684	0.3761641967
685	0.376151553
686	0.3761435282
687	0.376139195
688	0.3761251836
689	0.3760951463
690	0.3760871738
691	0.3760613563
692	0.3760568966
693	0.3760481083
694	0.3760433635
695	0.3760250155
696	0.3760180856
697	0.3760055175
698	0.3759772934
699	0.3759613892
700	0.3759398222
701	0.3759350309
702	0.3759123847
703	0.3759032037
704	0.3758824819
705	0.3758776831
706	0.3758383205
707	0.3758251847
708	0.3758134767
709	0.375792941
710	0.3757861802
711	0.3757585278
712	0.3757542677
713	0.3757339993
714	0.3757300862
715	0.3757267863
716	0.3757192712
717	0.375681779
718	0.3756616322
719	0.3756485077
720	0.3756424105
721	0.3756362133
722	0.375621545
723	0.3756134491
724	0.3756029338
725	0.3755846074
726	0.3755803338
727	0.3755717295
728	0.3755655179
729	0.3755550798
730	0.375547754
731	0.3755422361
732	0.3755243276
733	0.3755084837
734	0.3754941704
735	0.3754808168
736	0.3754541931
737	0.3754499944
738	0.3754383281
739	0.375433841
740	0.375414997
741	0.3754080935
742	0.3753981895
743	0.3753881583
744	0.3753780747
745	0.3753702931
746	0.3753644423
747	0.3753537777
748	0.3753519896
749	0.3753373864
750	0.3753146862
751	0.3753111873
752	0.3753023699
753	0.3752861485
754	0.3752776548
755	0.3752739206
756	0.3752585975
757	0.3752434133
758	0.3752379492
759	0.3752352537
760	0.375217231
761	0.3751981345
762	0.3751860735
763	0.3751693841
764	0.3751599614
765	0.3751556333
766	0.3751319462
767	0.3751271315
768	0.3751218602
769	0.3751164143
770	0.3751103576
771	0.3751073892
772	0.3751043268
773	0.3750760048
774	0.3750679305
775	0.3750510757
776	0.3750455186
777	0.3750353088
778	0.3750271952
779	0.375012725
780	0.3750081715
781	0.3749721192
782	0.3749598682
783	0.3749479547
784	0.3749396191
785	0.3749349005
786	0.3749310381
787	0.3748994248
788	0.3748934577
789	0.3748751622
790	0.3748593289
791	0.3748449035
792	0.3748324385
793	0.3748252979
794	0.3748222887
795	0.3748086366
796	0.3747936442
797	0.3747806392
798	0.3747764633
799	0.3747621337
800	0.3747512709
801	0.374734337
802	0.37471933
803	0.374706753
804	0.3746914504
805	0.374685347
806	0.3746767567
807	0.3746705333
808	0.3746488214
809	0.3746336621
810	0.3746074873
811	0.374594967
812	0.3745733685
813	0.3745645582
814	0.3745615951
815	0.3745564571
816	0.3745536882
817	0.3745316455
818	0.3745259369
819	0.3745059381
820	0.3744852621
821	0.3744642817
822	0.3744511887
823	0.3744488551
824	0.3744448546
825	0.3744208447
826	0.3743989272
827	0.3743970939
828	0.3743907364
829	0.3743725977
830	0.3743668282
831	0.3743623777
832	0.3743249042
833	0.3743032112
834	0.3742945339
835	0.3742827046
836	0.3742800505
837	0.3742655884
838	0.3742561232
839	0.3742451665
840	0.3742308603
841	0.3742239373
842	0.3742203179
843	0.3741987312
844	0.3741882102
845	0.3741760612
846	0.3741472289
847	0.3741288542
848	0.3741204208
849	0.3741120429
850	0.3741108941
851	0.3740813326
852	0.3740754715
853	0.3740537507
854	0.3740438635
855	0.3740382987
856	0.3740285867
857	0.3739908114
858	0.3739840598
859	0.3739799855
860	0.3739725456
861	0.3739679875
862	0.3739592394
863	0.3739524367
864	0.3739417375
865	0.3739234133
866	0.3739168066
867	0.373910589
868	0.3739000329
869	0.3738872113
870	0.3738801604
871	0.3738738812
872	0.3738717585
873	0.3738682707
874	0.3738599207
875	0.3738405746
876	0.3738275617
877	0.3738193973
878	0.3738049385
879	0.3737984015
880	0.3737946653
881	0.3737865052
882	0.3737813577
883	0.3737564522
884	0.3737471636
885	0.3737428218
886	0.3737314538
887	0.3737224869
888	0.3737166281
889	0.3737057073
890	0.3736895808
891	0.3736763463
892	0.3736565424
893	0.3736497338
894	0.3736439405
895	0.3736079243
896	0.3735639591
897	0.3735622668
898	0.3735574045
899	0.3735460966
900	0.3735283074
901	0.3734853461
902	0.3734708288
903	0.373464418
904	0.3734566474
905	0.3734514796
906	0.3734462918
907	0.3734356834
908	0.3734274841
909	0.3734258551
910	0.3734208553
911	0.373405011
912	0.3734023651
913	0.3733843784
914	0.3733724683
915	0.3733683777
916	0.3733614872
917	0.3733526999
918	0.373349764
919	0.3733367807
920	0.3733347203
921	0.3733284778
922	0.3733159087
923	0.3733131415
924	0.3733082433
925	0.3732915391
926	0.3732858426
927	0.3732827021
928	0.3732640696
929	0.3732549777
930	0.3732466569
931	0.3732403075
932	0.3732354712
933	0.373227737
934	0.3732234134
935	0.3732148994
936	0.3732126776
937	0.3732044102
938	0.3731976939
939	0.373183257
940	0.3731695162
941	0.3731641163
942	0.3731612893
943	0.373153002
944	0.3731438636
945	0.3731250601
946	0.3731116668
947	0.3731010416
948	0.3730864772
949	0.3730682452
950	0.3730568397
951	0.373052159
952	0.3730496676
953	0.3730476615
954	0.3730375798
955	0.3730260844
956	0.3730148401
957	0.3730099088
958	0.3730012695
959	0.372983987
960	0.3729638513
961	0.3729481557
962	0.3729442647
963	0.3729282796
964	0.3729246935
965	0.3729180094
966	0.3728840633
967	0.3728765716
968	0.3728353996
969	0.3728261826
970	0.3728226559
971	0.3728099834
972	0.3728055558
973	0.3727983358
974	0.3727948588
975	0.3727853281
976	0.372778031
977	0.3727678611
978	0.3727585096
979	0.3727558196
980	0.3727194337
981	0.3727091113
982	0.3727052926
983	0.3727028353
984	0.3726842105
985	0.3726826363
986	0.3726692355
987	0.3726650561
988	0.3726551677
989	0.3726315621
990	0.372617843
991	0.3726107982
992	0.372608545
993	0.3726053548
994	0.3725944268
995	0.3725722012
996	0.372559905
997	0.3725484017
998	0.3725384886
999	0.3725244896
